position_id,employee_id,job_id,position_location,starting_date,performance_score
767,283,3,Italy,2023-05-03,8
768,353,29,Germany,2020-07-10,8
769,254,3,Israel,2021-03-05,9
770,322,8,Brazil,2021-02-06,
771,151,3,France,2020-03-04,8
772,41,15,Israel,2020-08-09,8
773,259,4,Brazil,2023-11-04,8
774,274,31,India,2021-12-08,8
775,221,18,Italy,2020-08-25,
776,152,4,United States,2021-07-17,7
777,477,15,Argentina,2023-04-10,
778,405,28,United States,2023-07-16,7
779,350,28,Italy,,7
780,148,23,Argentina,2022-06-18,9
781,24,26,Germany,2022-03-10,7
782,255,19,United States,2020-01-23,9
783,137,3,United States,2023-07-03,8
784,410,36,Singapore,2020-04-23,9
785,465,32,United States,2023-09-09,8
786,481,32,Italy,2021-05-27,9
787,483,6,Argentina,2023-01-23,1
788,152,10,Japan,2023-06-13,8
789,119,27,India,2023-11-15,9
790,304,5,Israel,2021-07-05,1
791,200,1,United States,2020-03-18,6
792,238,35,Germany,2021-09-05,
793,364,,Italy,2021-03-16,9
794,79,12,Germany,2020-01-31,6
795,428,19,Japan,2021-02-11,7
796,273,25,Singapore,2023-03-19,7
797,487,36,Germany,2021-03-17,5
798,227,,Italy,2023-05-21,1
799,27,22,Israel,2023-07-13,2
800,206,13,United States,2021-09-17,2
801,478,21,Sweden,2020-04-18,7
802,150,15,United States,2023-06-08,9
803,174,1,Brazil,2023-10-13,5
804,491,27,Italy,,8
805,317,29,Israel,2023-12-22,7
806,129,5,United Kingdom,2023-04-29,8
807,160,20,Canada,2021-01-06,
808,234,35,United States,2023-08-30,8
809,244,30,Singapore,2022-03-13,10
810,453,21,Israel,2021-10-18,7
811,14,26,Israel,2023-07-11,2
812,55,21,Brazil,2020-07-13,6
813,382,4,Spain,2020-06-09,9
814,12,17,India,2022-07-27,7
815,81,12,United Kingdom,2023-02-28,9
816,79,9,Singapore,,4
817,430,26,Israel,2023-09-25,7
818,232,28,Sweden,2020-04-01,9
819,175,31,Canada,2021-06-18,8
820,194,22,United States,2020-04-24,9
821,239,27,Israel,2022-12-19,
822,261,28,Italy,2022-08-06,8
823,403,8,Israel,2021-11-05,8
824,234,27,Singapore,2021-10-08,7
825,145,17,France,2021-01-29,
826,47,33,Canada,2021-10-25,9
827,452,23,Brazil,2022-07-15,6
828,367,24,Brazil,,9
829,147,,United Kingdom,2020-07-02,9
830,357,1,Germany,2020-03-17,8
831,113,31,Singapore,,6
832,64,1,Israel,,2
833,465,23,Argentina,2021-05-26,8
834,22,15,Japan,2020-01-29,
835,96,19,Israel,2021-11-19,7
836,152,36,Israel,2021-04-12,2
837,461,18,United States,2023-08-16,9
838,138,4,France,2023-10-15,4
839,396,6,United States,,9
840,359,26,Israel,2023-06-11,1
841,77,35,Germany,2021-08-25,8
842,22,22,India,2022-09-14,2
843,427,14,United States,2020-09-23,8
844,440,,Israel,2021-08-22,
845,94,17,Canada,2020-09-06,8
846,130,34,Israel,2021-07-18,1
847,403,8,Argentina,2021-12-23,
848,270,36,Japan,,8
849,410,36,Australia,2021-06-08,8
850,280,29,Germany,2023-07-16,
851,139,22,Israel,,3
852,464,18,United States,2023-01-24,8
853,151,26,Israel,2023-03-24,8
854,1,28,Canada,2020-11-26,8
855,285,12,United States,2022-09-13,
856,430,26,France,2020-11-23,9
857,97,11,Argentina,2022-03-31,7
858,460,31,United States,2021-08-10,5
859,265,29,Argentina,,8
860,407,11,India,2023-10-02,7
861,37,24,Brazil,2020-11-18,9
862,478,12,Canada,,8
863,292,6,Israel,2022-01-06,
864,93,30,Italy,2021-11-27,9
865,199,31,Argentina,2023-11-29,
866,308,3,United States,2022-06-06,8
867,139,20,Italy,2021-08-04,9
868,215,7,Japan,2022-03-11,5
869,383,35,Argentina,2022-08-12,2
870,310,10,Germany,2020-12-11,3
871,63,23,Germany,2020-09-26,8
872,108,31,United States,2020-12-28,2
873,122,32,Israel,,2
874,376,2,India,2023-01-21,
875,88,36,Singapore,2021-02-14,4
876,342,30,Canada,2021-04-19,8
877,36,11,Australia,2020-10-01,7
878,110,26,Israel,2021-06-24,
879,86,30,Argentina,2021-12-11,3
880,25,32,Italy,2020-05-16,8
881,246,23,Israel,2021-02-14,3
882,112,12,Sweden,2023-05-01,8
883,80,29,Germany,2023-02-06,
884,306,5,United States,2022-12-27,7
885,71,8,Italy,2023-05-21,8
886,432,28,France,2021-02-07,7
887,483,21,United States,2020-09-25,9
888,186,35,Japan,2020-10-25,9
889,177,28,Japan,2023-04-19,8
890,173,22,Japan,,5
891,362,16,Israel,2023-04-14,9
892,54,2,United States,2022-08-15,7
893,140,21,Germany,2023-09-10,2
894,250,1,United States,2023-07-27,9
895,158,16,France,,
896,249,8,Argentina,2022-03-26,9
897,353,3,Spain,2022-11-29,5
898,105,7,Japan,2022-09-30,2
899,156,15,United States,,8
900,53,,Spain,2023-11-05,7
901,154,35,India,,2
902,376,16,Japan,,
903,88,,United Kingdom,2021-07-09,6
904,291,13,Canada,2022-09-09,5
905,293,23,United Kingdom,,8
906,475,11,United States,2020-09-20,8
907,94,30,United States,2023-01-07,10
908,421,25,Argentina,,5
909,67,22,France,2023-05-22,9
910,35,22,Brazil,2021-08-10,9
911,234,4,United Kingdom,2023-10-18,4
912,142,34,Brazil,2023-03-12,6
913,63,11,Israel,2022-03-22,4
914,269,,Italy,2020-04-30,6
915,165,35,United States,2022-09-21,8
916,315,23,France,2021-08-20,9
917,138,22,United States,2021-05-08,8
918,115,18,Israel,2021-04-10,
919,50,23,Israel,2022-12-30,1
920,406,10,Italy,2021-01-20,9
921,164,35,Canada,2020-12-01,7
922,403,8,Germany,,7
923,490,10,India,2022-10-06,7
924,487,8,Israel,2022-06-06,5
925,138,17,Israel,2020-11-27,7
926,369,17,United States,2023-07-07,8
927,37,29,United States,2023-01-27,9
928,374,14,Singapore,2021-07-27,7
929,359,35,France,,2
930,448,18,India,2023-03-24,7
931,357,28,Singapore,,9
932,341,25,Israel,2023-04-26,9
933,347,29,Israel,2020-12-01,3
934,166,14,Japan,2020-10-23,8
935,413,32,Israel,2023-11-12,8
936,127,15,Singapore,2023-03-01,8
937,84,13,United States,2020-02-25,8
938,482,1,Canada,2023-07-25,
939,344,,Germany,2022-01-16,9
940,371,36,Australia,2020-01-31,9
941,414,15,Australia,2021-09-23,10
942,326,27,Canada,2022-06-27,2
943,79,5,United States,2023-01-29,5
944,9,23,United States,2022-09-23,10
945,92,9,United States,2023-09-09,9
946,305,31,United States,2023-12-04,6
947,22,8,United States,2022-07-16,3
948,146,3,United Kingdom,,5
949,251,24,Canada,,3
950,114,6,France,2021-01-13,9
951,477,21,United States,2023-03-20,8
952,124,20,Germany,2023-10-06,
953,92,17,Australia,2020-01-03,8
954,109,19,Israel,2022-06-11,8
955,454,13,United States,2021-02-04,5
956,453,7,India,2023-04-15,2
957,341,14,Japan,2021-09-25,10
958,269,24,Japan,2020-06-13,4
959,432,25,Spain,,9
960,300,25,India,2020-04-03,7
961,268,10,Singapore,2020-09-12,8
962,72,28,Israel,2022-09-13,9
963,97,24,Japan,,9
964,177,9,Argentina,,8
965,332,32,Japan,2023-05-21,8
966,85,23,Japan,2022-11-17,9
967,105,31,Israel,,7
968,245,2,Spain,,9
969,419,16,United States,2021-02-10,7
970,233,1,Japan,2022-07-30,8
971,36,9,Argentina,2021-01-04,
972,330,32,Germany,2020-01-01,9
973,314,14,Italy,2020-12-26,
974,76,4,Argentina,2023-02-13,9
975,266,9,Spain,2021-03-29,7
976,220,18,Sweden,2021-08-31,4
977,79,21,United States,2020-09-10,5
978,240,31,Germany,2021-05-07,8
979,313,3,Germany,2022-07-06,3
980,72,35,Brazil,2020-03-07,9
981,123,28,United States,2020-05-22,7
982,67,32,Israel,2022-09-16,9
983,430,12,France,2023-05-11,7
984,13,33,United States,2022-03-20,9
985,276,5,Japan,2020-02-01,8
986,216,31,Sweden,2023-05-31,
987,336,25,United States,2021-03-05,8
988,429,31,Japan,2020-11-01,4
989,399,16,Singapore,2022-01-08,9
990,328,34,Brazil,2020-09-05,6
991,411,31,Singapore,2023-10-05,6
992,238,36,United Kingdom,2021-05-08,9
993,253,24,Argentina,2023-07-15,6
994,247,28,United States,2023-12-06,9
995,493,22,United States,,7
996,375,,United Kingdom,2023-12-18,9
997,117,15,Argentina,2020-06-29,5
998,25,1,France,,7
999,7,21,Argentina,2022-08-24,6
1000,400,31,Japan,2023-04-08,9
